"사망원인별(104항목)","성별","연령(5세)별","시점",사망자수 (명)
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 19세","2016",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 19세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 19세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 19세","2019",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 19세","2020",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 19세","2021",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 19세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","여자","20 - 24세","2012",0
"피부 및 피하조직의 질환 (L00-L98)","여자","20 - 24세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","여자","20 - 24세","2014",0
"피부 및 피하조직의 질환 (L00-L98)","여자","20 - 24세","2015",0
"피부 및 피하조직의 질환 (L00-L98)","여자","20 - 24세","2016",1
"피부 및 피하조직의 질환 (L00-L98)","여자","20 - 24세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","여자","20 - 24세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","여자","20 - 24세","2019",0
"피부 및 피하조직의 질환 (L00-L98)","여자","20 - 24세","2020",0
"피부 및 피하조직의 질환 (L00-L98)","여자","20 - 24세","2021",0
"피부 및 피하조직의 질환 (L00-L98)","여자","20 - 24세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","여자","25 - 29세","2012",0
"피부 및 피하조직의 질환 (L00-L98)","여자","25 - 29세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","여자","25 - 29세","2014",0
"피부 및 피하조직의 질환 (L00-L98)","여자","25 - 29세","2015",2
"피부 및 피하조직의 질환 (L00-L98)","여자","25 - 29세","2016",0
"피부 및 피하조직의 질환 (L00-L98)","여자","25 - 29세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","여자","25 - 29세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","여자","25 - 29세","2019",0
"피부 및 피하조직의 질환 (L00-L98)","여자","25 - 29세","2020",0
"피부 및 피하조직의 질환 (L00-L98)","여자","25 - 29세","2021",1
"피부 및 피하조직의 질환 (L00-L98)","여자","25 - 29세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","여자","30 - 34세","2012",0
"피부 및 피하조직의 질환 (L00-L98)","여자","30 - 34세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","여자","30 - 34세","2014",0
"피부 및 피하조직의 질환 (L00-L98)","여자","30 - 34세","2015",0
"피부 및 피하조직의 질환 (L00-L98)","여자","30 - 34세","2016",0
"피부 및 피하조직의 질환 (L00-L98)","여자","30 - 34세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","여자","30 - 34세","2018",1
"피부 및 피하조직의 질환 (L00-L98)","여자","30 - 34세","2019",1
"피부 및 피하조직의 질환 (L00-L98)","여자","30 - 34세","2020",1
"피부 및 피하조직의 질환 (L00-L98)","여자","30 - 34세","2021",0
"피부 및 피하조직의 질환 (L00-L98)","여자","30 - 34세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","여자","35 - 39세","2012",0
"피부 및 피하조직의 질환 (L00-L98)","여자","35 - 39세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","여자","35 - 39세","2014",1
"피부 및 피하조직의 질환 (L00-L98)","여자","35 - 39세","2015",2
"피부 및 피하조직의 질환 (L00-L98)","여자","35 - 39세","2016",0
"피부 및 피하조직의 질환 (L00-L98)","여자","35 - 39세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","여자","35 - 39세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","여자","35 - 39세","2019",0
"피부 및 피하조직의 질환 (L00-L98)","여자","35 - 39세","2020",0
"피부 및 피하조직의 질환 (L00-L98)","여자","35 - 39세","2021",2
"피부 및 피하조직의 질환 (L00-L98)","여자","35 - 39세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","여자","40 - 44세","2012",2
"피부 및 피하조직의 질환 (L00-L98)","여자","40 - 44세","2013",1
"피부 및 피하조직의 질환 (L00-L98)","여자","40 - 44세","2014",1
"피부 및 피하조직의 질환 (L00-L98)","여자","40 - 44세","2015",1
"피부 및 피하조직의 질환 (L00-L98)","여자","40 - 44세","2016",3
"피부 및 피하조직의 질환 (L00-L98)","여자","40 - 44세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","여자","40 - 44세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","여자","40 - 44세","2019",4
"피부 및 피하조직의 질환 (L00-L98)","여자","40 - 44세","2020",1
"피부 및 피하조직의 질환 (L00-L98)","여자","40 - 44세","2021",1
"피부 및 피하조직의 질환 (L00-L98)","여자","40 - 44세","2022",0
"피부 및 피하조직의 질환 (L00-L98)","여자","45 - 49세","2012",2
"피부 및 피하조직의 질환 (L00-L98)","여자","45 - 49세","2013",2
"피부 및 피하조직의 질환 (L00-L98)","여자","45 - 49세","2014",0
"피부 및 피하조직의 질환 (L00-L98)","여자","45 - 49세","2015",1
"피부 및 피하조직의 질환 (L00-L98)","여자","45 - 49세","2016",5
"피부 및 피하조직의 질환 (L00-L98)","여자","45 - 49세","2017",0
"피부 및 피하조직의 질환 (L00-L98)","여자","45 - 49세","2018",0
"피부 및 피하조직의 질환 (L00-L98)","여자","45 - 49세","2019",2
"피부 및 피하조직의 질환 (L00-L98)","여자","45 - 49세","2020",1
"피부 및 피하조직의 질환 (L00-L98)","여자","45 - 49세","2021",3
"피부 및 피하조직의 질환 (L00-L98)","여자","45 - 49세","2022",3
"피부 및 피하조직의 질환 (L00-L98)","여자","50 - 54세","2012",1
"피부 및 피하조직의 질환 (L00-L98)","여자","50 - 54세","2013",0
"피부 및 피하조직의 질환 (L00-L98)","여자","50 - 54세","2014",0
"피부 및 피하조직의 질환 (L00-L98)","여자","50 - 54세","2015",1
"피부 및 피하조직의 질환 (L00-L98)","여자","50 - 54세","2016",5
"피부 및 피하조직의 질환 (L00-L98)","여자","50 - 54세","2017",4
"피부 및 피하조직의 질환 (L00-L98)","여자","50 - 54세","2018",4
"피부 및 피하조직의 질환 (L00-L98)","여자","50 - 54세","2019",3
"피부 및 피하조직의 질환 (L00-L98)","여자","50 - 54세","2020",1
"피부 및 피하조직의 질환 (L00-L98)","여자","50 - 54세","2021",2
"피부 및 피하조직의 질환 (L00-L98)","여자","50 - 54세","2022",1
"피부 및 피하조직의 질환 (L00-L98)","여자","55 - 59세","2012",1
"피부 및 피하조직의 질환 (L00-L98)","여자","55 - 59세","2013",5
"피부 및 피하조직의 질환 (L00-L98)","여자","55 - 59세","2014",6
"피부 및 피하조직의 질환 (L00-L98)","여자","55 - 59세","2015",0
"피부 및 피하조직의 질환 (L00-L98)","여자","55 - 59세","2016",2
"피부 및 피하조직의 질환 (L00-L98)","여자","55 - 59세","2017",4
"피부 및 피하조직의 질환 (L00-L98)","여자","55 - 59세","2018",6
"피부 및 피하조직의 질환 (L00-L98)","여자","55 - 59세","2019",5
"피부 및 피하조직의 질환 (L00-L98)","여자","55 - 59세","2020",2
"피부 및 피하조직의 질환 (L00-L98)","여자","55 - 59세","2021",3
"피부 및 피하조직의 질환 (L00-L98)","여자","55 - 59세","2022",5
"피부 및 피하조직의 질환 (L00-L98)","여자","60 - 64세","2012",1
"피부 및 피하조직의 질환 (L00-L98)","여자","60 - 64세","2013",3
"피부 및 피하조직의 질환 (L00-L98)","여자","60 - 64세","2014",3
"피부 및 피하조직의 질환 (L00-L98)","여자","60 - 64세","2015",8
"피부 및 피하조직의 질환 (L00-L98)","여자","60 - 64세","2016",6
"피부 및 피하조직의 질환 (L00-L98)","여자","60 - 64세","2017",8
"피부 및 피하조직의 질환 (L00-L98)","여자","60 - 64세","2018",8
"피부 및 피하조직의 질환 (L00-L98)","여자","60 - 64세","2019",5
"피부 및 피하조직의 질환 (L00-L98)","여자","60 - 64세","2020",1
"피부 및 피하조직의 질환 (L00-L98)","여자","60 - 64세","2021",6
"피부 및 피하조직의 질환 (L00-L98)","여자","60 - 64세","2022",6
"피부 및 피하조직의 질환 (L00-L98)","여자","65 - 69세","2012",10
"피부 및 피하조직의 질환 (L00-L98)","여자","65 - 69세","2013",7
"피부 및 피하조직의 질환 (L00-L98)","여자","65 - 69세","2014",5
"피부 및 피하조직의 질환 (L00-L98)","여자","65 - 69세","2015",8
"피부 및 피하조직의 질환 (L00-L98)","여자","65 - 69세","2016",12
"피부 및 피하조직의 질환 (L00-L98)","여자","65 - 69세","2017",10
"피부 및 피하조직의 질환 (L00-L98)","여자","65 - 69세","2018",16
"피부 및 피하조직의 질환 (L00-L98)","여자","65 - 69세","2019",12
"피부 및 피하조직의 질환 (L00-L98)","여자","65 - 69세","2020",16
"피부 및 피하조직의 질환 (L00-L98)","여자","65 - 69세","2021",7
"피부 및 피하조직의 질환 (L00-L98)","여자","65 - 69세","2022",9
"피부 및 피하조직의 질환 (L00-L98)","여자","70 - 74세","2012",25
"피부 및 피하조직의 질환 (L00-L98)","여자","70 - 74세","2013",31
"피부 및 피하조직의 질환 (L00-L98)","여자","70 - 74세","2014",24
"피부 및 피하조직의 질환 (L00-L98)","여자","70 - 74세","2015",20
"피부 및 피하조직의 질환 (L00-L98)","여자","70 - 74세","2016",23
"피부 및 피하조직의 질환 (L00-L98)","여자","70 - 74세","2017",19
"피부 및 피하조직의 질환 (L00-L98)","여자","70 - 74세","2018",20
"피부 및 피하조직의 질환 (L00-L98)","여자","70 - 74세","2019",19
"피부 및 피하조직의 질환 (L00-L98)","여자","70 - 74세","2020",14
"피부 및 피하조직의 질환 (L00-L98)","여자","70 - 74세","2021",17
"피부 및 피하조직의 질환 (L00-L98)","여자","70 - 74세","2022",17
"피부 및 피하조직의 질환 (L00-L98)","여자","75 - 79세","2012",50
"피부 및 피하조직의 질환 (L00-L98)","여자","75 - 79세","2013",49
"피부 및 피하조직의 질환 (L00-L98)","여자","75 - 79세","2014",61
"피부 및 피하조직의 질환 (L00-L98)","여자","75 - 79세","2015",33
"피부 및 피하조직의 질환 (L00-L98)","여자","75 - 79세","2016",51
"피부 및 피하조직의 질환 (L00-L98)","여자","75 - 79세","2017",58
"피부 및 피하조직의 질환 (L00-L98)","여자","75 - 79세","2018",54
"피부 및 피하조직의 질환 (L00-L98)","여자","75 - 79세","2019",42
"피부 및 피하조직의 질환 (L00-L98)","여자","75 - 79세","2020",46
"피부 및 피하조직의 질환 (L00-L98)","여자","75 - 79세","2021",37
"피부 및 피하조직의 질환 (L00-L98)","여자","75 - 79세","2022",39
"피부 및 피하조직의 질환 (L00-L98)","여자","80세이상","2012",207
"피부 및 피하조직의 질환 (L00-L98)","여자","80세이상","2013",205
"피부 및 피하조직의 질환 (L00-L98)","여자","80세이상","2014",211
"피부 및 피하조직의 질환 (L00-L98)","여자","80세이상","2015",212
"피부 및 피하조직의 질환 (L00-L98)","여자","80세이상","2016",235
"피부 및 피하조직의 질환 (L00-L98)","여자","80세이상","2017",305
"피부 및 피하조직의 질환 (L00-L98)","여자","80세이상","2018",264
"피부 및 피하조직의 질환 (L00-L98)","여자","80세이상","2019",320
"피부 및 피하조직의 질환 (L00-L98)","여자","80세이상","2020",244
"피부 및 피하조직의 질환 (L00-L98)","여자","80세이상","2021",245
"피부 및 피하조직의 질환 (L00-L98)","여자","80세이상","2022",271
"피부 및 피하조직의 질환 (L00-L98)","여자","80 - 84세","2012",51
"피부 및 피하조직의 질환 (L00-L98)","여자","80 - 84세","2013",62
"피부 및 피하조직의 질환 (L00-L98)","여자","80 - 84세","2014",76
"피부 및 피하조직의 질환 (L00-L98)","여자","80 - 84세","2015",56
"피부 및 피하조직의 질환 (L00-L98)","여자","80 - 84세","2016",84
"피부 및 피하조직의 질환 (L00-L98)","여자","80 - 84세","2017",110
"피부 및 피하조직의 질환 (L00-L98)","여자","80 - 84세","2018",80
"피부 및 피하조직의 질환 (L00-L98)","여자","80 - 84세","2019",91
"피부 및 피하조직의 질환 (L00-L98)","여자","80 - 84세","2020",66
"피부 및 피하조직의 질환 (L00-L98)","여자","80 - 84세","2021",74
"피부 및 피하조직의 질환 (L00-L98)","여자","80 - 84세","2022",95
"피부 및 피하조직의 질환 (L00-L98)","여자","85 - 89세","2012",80
"피부 및 피하조직의 질환 (L00-L98)","여자","85 - 89세","2013",75
"피부 및 피하조직의 질환 (L00-L98)","여자","85 - 89세","2014",70
"피부 및 피하조직의 질환 (L00-L98)","여자","85 - 89세","2015",76
"피부 및 피하조직의 질환 (L00-L98)","여자","85 - 89세","2016",75
"피부 및 피하조직의 질환 (L00-L98)","여자","85 - 89세","2017",86
"피부 및 피하조직의 질환 (L00-L98)","여자","85 - 89세","2018",98
"피부 및 피하조직의 질환 (L00-L98)","여자","85 - 89세","2019",125
"피부 및 피하조직의 질환 (L00-L98)","여자","85 - 89세","2020",79
"피부 및 피하조직의 질환 (L00-L98)","여자","85 - 89세","2021",84
"피부 및 피하조직의 질환 (L00-L98)","여자","85 - 89세","2022",80
"피부 및 피하조직의 질환 (L00-L98)","여자","90세이상","2012",76
"피부 및 피하조직의 질환 (L00-L98)","여자","90세이상","2013",68
"피부 및 피하조직의 질환 (L00-L98)","여자","90세이상","2014",65
"피부 및 피하조직의 질환 (L00-L98)","여자","90세이상","2015",80
"피부 및 피하조직의 질환 (L00-L98)","여자","90세이상","2016",76
"피부 및 피하조직의 질환 (L00-L98)","여자","90세이상","2017",109
"피부 및 피하조직의 질환 (L00-L98)","여자","90세이상","2018",86
"피부 및 피하조직의 질환 (L00-L98)","여자","90세이상","2019",104
"피부 및 피하조직의 질환 (L00-L98)","여자","90세이상","2020",99
"피부 및 피하조직의 질환 (L00-L98)","여자","90세이상","2021",87
"피부 및 피하조직의 질환 (L00-L98)","여자","90세이상","2022",96
"피부 및 피하조직의 질환 (L00-L98)","여자","15세 미만","2012",1
"피부 및 피하조직의 질환 (L00-L98)","여자","15세 미만","2013",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15세 미만","2014",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15세 미만","2015",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15세 미만","2016",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15세 미만","2017",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15세 미만","2018",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15세 미만","2019",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15세 미만","2020",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15세 미만","2021",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15세 미만","2022",0
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 64세","2012",7
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 64세","2013",11
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 64세","2014",11
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 64세","2015",15
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 64세","2016",22
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 64세","2017",16
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 64세","2018",19
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 64세","2019",20
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 64세","2020",7
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 64세","2021",18
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 64세","2022",15
"피부 및 피하조직의 질환 (L00-L98)","여자","65세 이상","2012",292
"피부 및 피하조직의 질환 (L00-L98)","여자","65세 이상","2013",292
"피부 및 피하조직의 질환 (L00-L98)","여자","65세 이상","2014",301
